"","X","StudyID","Obs.ID","DOI","DispersingAgent","DispersingAgent.SodiumHex","DispersingAgent.OtherSolution","DispersingAgent.GlassBeads","DispersingAgent.Sonication","DispersingAgent.Combo","FractionationMethod","FractionationMethod.Size","FractionationMethod.Density","FractionationMethod.SizeAndDensity","Continent","Continent.Africa","Continent.Asia","Continent.Australia","Continent.Europe","Continent.NorthAmerica","Continent.SouthAmerica","country","ResponseCalc","ResponseCalc.Direct","ResponseCalc.Indirect","rv.type","summed","rv","mean.control.in.g.kg.1","mean.treatment.in.g.kg.1","sd.control.in.g.kg..1","sd.treatment.in.g.kg.1","sd.imputed.in.g.kg.1","control.BD..Mg.m.3.","treat.BD..Mg.m.3.","mean.control.in.Mg.ha.1","mean.treatment.in.Mg.ha.1","sd.control.in.Mg.ha.1","sd.treatment.in.Mg.ha.1","sd.imputed.in.Mg.ha.1","depth.upper.limit..cm.","depth.lower.limit..cm.","depth.type","depth.surface","depth.subsoil","depth.deepsoil","depth.upperprofile","depth.lowerprofile","depth.wholeprofile","soilorder","soilorder.Alfisols","soilorder.Inceptisols","soilorder.Mollisols","soilorder.Oxisols","soilorder.Spodosols","soilorder.Ultisols","Baseline.depth..cm.","Baseline...sand","Baseline...silt","Baseline...clay","Baseline.TOC..","Baseline.pH","pH.method","SoilCollectionSeason","SoilCollectionSeason.spring","SoilCollectionSeason.summer","SoilCollectionSeason.fall","SoilCollectionSeason.winter","location.name","lat.decimal","long.decimal","maincrop","maincrop.cereal","maincrop.legume","maincrop.cereallegume","maincrop.otherrowcrop","maincrop.perennial","number.of.crop.species.in.control","cover.crop.added","ccadded.grass","ccadded.legume","ccadded.grasslegume","ccadded.brassica","ccadded.grassbrassica","ccadded.legumebrassica","ccadded.grasslegumebrassica","total.C.inputs.cover.crops..Mg.ha.1.yr.1.","bg.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.fallow..Mg.ha.1.yr.1.","ccseason","ccseason.spring","ccseason.summer","ccseason.fall","ccseason.winter","ccseason.yearround","number.crop.species.added","duration..yr.","reps","tillage","tillage.conventional","tillage.reducednotill","N.fertilization.rate..kg.ha.1.yr.1.","N.type","residue.removal....","logRR.type","logRR","percent.change","var","Further.notes","Further.notes.2","Temp","Prec","depth","maincrop.category","cropping.system","cover.crop.category","cover.crop","sand","silt","clay","toc","ph","species.added","ag.C.inputs","duration","nfert","StudyNum"
"308",308,"deCa",325,"10.1590/S0100-06832011000300016","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"maom fraction",0,"MAOC",15.52091255,14.99628253,1.696132256,1.638800453,1,1.315,1.345,20.41,20.17,NA,NA,NA,20,30,"subsoil",0,1,0,0,0,0,"Oxisols",0,0,0,1,0,0,"0-20",NA,NA,NA,NA,4.5,"water","fall",0,0,1,0,"FUNDACEP",-28.6,-53.66666667,"wheat, soybean",0,0,1,0,0,2,"oat",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,19,3,"conventional",1,0,60,NA,NA,"gkg",-0.034,-3,0.0079615,"","",19.3,1752,"subsoil","cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,4.5,1,NA,19,60,6
"310",310,"Thap",1113,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","indirect",0,1,"maom fraction",0,"MAOC",7.205,6.966666667,0.7873656185,0.7613204453,1,1.2,1.2,12.969,12.54,NA,NA,NA,0,15,"upper profile",0,0,0,1,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"summer",0,1,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"pea,oats,canola,hairy vetch,forage radish,barley",0,0,0,0,0,0,1,NA,NA,1.053,NA,"spring and winter",1,0,0,1,0,6,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",-0.034,-3,0.0079615,"soil collected 36 days after cover crop termination","",13.6,401,"upper profile","cereal","cereal","grass+legume+brassica","grass+legume+brassica",43.7,21.5,34.8,0.84,8,6,1.053,4,70,3
"311",311,"Baye09",88,"10.1080/00103620902820365","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"maom fraction",0,"MAOC",7.222222222,6.987179487,0.7892476706,0.7635620955,NA,1.44,1.56,NA,NA,NA,NA,NA,2.5,5,"surface",1,0,0,0,0,0,"Ultisols",0,0,0,0,0,1,"0-20",66,25.3,8.7,NA,NA,NA,"spring",1,0,0,0,"Santa Maria, Rio Grande do Sul",-29.75,-53.7,"corn",1,0,0,0,0,1,"ryegrass, vetch",0,0,1,0,0,0,0,NA,NA,1.35,0.72,"winter",0,0,0,1,0,2,8,2,"reduced or no-till",0,1,NA,NA,NA,"gkg",-0.033,-3,0.0119422,"","",19.4,1654,"surface","cereal","cereal","grass+legume","grass+legume",66,25.3,8.7,NA,NA,2,1.35,8,NA,5
"313",313,"Thap",1138,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","indirect",0,1,"maom fraction",0,"MAON",0.7888888889,0.7644444444,0.08621013017,0.08353883037,1,1.2,1.2,1.42,1.376,NA,NA,NA,0,15,"upper profile",0,0,0,1,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"summer",0,1,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"pea,oats",0,0,1,0,0,0,0,NA,NA,1.05435,NA,"spring",1,0,0,0,0,2,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",-0.031,-3,0.0079615,"soil collected 1 year after cover crop termination","",13.6,401,"upper profile","cereal","cereal","grass+legume","grass+legume",43.7,21.5,34.8,0.84,8,2,1.05435,4,70,3
"315",315,"Land",698,"10.3232/SJSS.2020.V10.N2.03","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"maom fraction",0,"MAOC",10.4,10.1,1.136516646,1.103732512,1,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,0,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,1.89,6.4,NA,"fall",0,0,1,0,"Marcos Juarez INTA Experimental Station",-32.7124028,-61.09613056,"soybean,corn",0,0,1,0,0,2,"hairy vetch,triticale",0,0,1,0,0,0,0,NA,NA,3.2800798,NA,"winter",0,0,0,1,0,2,9,3,"reduced or no-till",0,1,0,NA,NA,"gkg",-0.029,-3,0.0079615,"","",17.1,963,"subsoil","cereal+legume","cereal+legume","grass+legume","grass+legume",NA,NA,NA,1.89,6.4,2,3.2800798,9,0,18
"334",334,"Fras",450,"10.1016/j.gecco.2016.03.009",NA,0,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","indirect",0,1,"maom fraction",0,"MAON",1.194444444,1.166666667,0.1305294224,0.1274938545,1,1.2,1.2,0.86,0.84,NA,NA,NA,0,6,"surface",1,0,0,0,0,0,"Mollisols",0,0,1,0,0,0,NA,57,NA,NA,1.16,5.8,NA,"summer",0,1,0,0,"INTA Experimental Station at Anguil",-36.6105417,-63.98006111,"sorghum",1,0,0,0,0,1,"vetch",0,1,0,0,0,0,0,NA,1.92,NA,NA,"winter",0,0,0,1,0,1,0.5,4,"reduced or no-till",0,1,0,NA,NA,"gkg",-0.024,-2,0.0059711,"","",15.4,634,"surface","cereal","cereal","legume","legume",57,NA,NA,1.16,5.8,1,NA,0.5,0,11
"336",336,"Sala",1069,"10.36783/18069657rbcs20200103","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"maom fraction",0,"MAOC",8.8,8.6,0.4,0.1,NA,1.24,1.19,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,0,0,0,"Mollisols",0,0,1,0,0,0,"0-20",18.25,57.75,23.75,NA,NA,NA,"spring",1,0,0,0,"Pergamino Experimental Station",-33.85,-60.66666667,"soybean",0,1,0,0,0,1,"oat,vetch",0,0,1,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,2,31,3,"reduced or no-till",0,1,0,NA,NA,"gkg",-0.023,-2,0.0007338,"row","",16.3,943,"subsoil","legume","legume","grass+legume","grass+legume",18.25,57.75,23.75,NA,NA,2,NA,31,0,22
"343",343,"Cast",214,"10.2136/vzj2014.07.0093","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"maom fraction",0,"MAOC",9.53,9.33,1.041442657,1.019586568,1,NA,NA,NA,NA,NA,NA,NA,5,10,"surface",1,0,0,0,0,0,"Alfisols",1,0,0,0,0,0,"0-20",46.9,9.1,44,NA,4.2,"CaCl2","spring",1,0,0,0,"Botucatu",-22.8,-48.41666667,"soybean, corn, rice",0,0,1,0,0,3,"pearl millet, pigeon pea, sunn hemp, lupine bean",0,0,1,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,4,5,8,"reduced or no-till",0,1,NA,NA,NA,"gkg",-0.021,-2,0.0029856,"","",20.6,1283,"surface","cereal+legume","cereal+legume","grass+legume","grass+legume",46.9,9.1,44,NA,4.2,4,NA,5,NA,4
"346",346,"Kois",682,"10.3390/agronomy10121977","glass beads",0,0,1,0,0,"size",1,0,0,"Europe",0,0,0,1,0,0,"Switzerland","direct",1,0,"maom fraction",1,"MAOC",9.987474,9.7870562,0.4194528225,0.3182056194,NA,1.47,1.47,NA,NA,NA,NA,NA,0,20,"upper profile",0,0,0,1,0,0,"Inceptisols",0,1,0,0,0,0,"0-20",47.5,38.2,14.3,1.22,7.2,NA,"fall",0,0,1,0,"Swiss Research Station Agroscope in Changins",46.3988056,6.2402,"wheat,barley,spring oat,rapeseed,maize",1,0,0,0,0,5,"mustard",0,0,0,1,0,0,0,NA,NA,0.5140715,NA,"winter",0,0,0,1,0,1,36,4,"conventional",1,0,100,"inorganic",NA,"gkg",-0.02,-2,0.0007052,"this study also reports C concentrations of fine and coarse sand","",9.1,1038,"upper profile","cereal","cereal","brassica","brassica",47.5,38.2,14.3,1.22,7.2,1,0.5140715,36,100,37
"351",351,"Fras",437,"10.1016/j.gecco.2016.03.009",NA,0,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","indirect",0,1,"maom fraction",0,"MAOC",14.375,14.09722222,1.570906421,1.540550742,1,1.2,1.2,10.35,10.15,NA,NA,NA,0,6,"surface",1,0,0,0,0,0,"Mollisols",0,0,1,0,0,0,NA,57,NA,NA,1.16,5.8,NA,"summer",0,1,0,0,"INTA Experimental Station at Anguil",-36.6105417,-63.98006111,"sorghum",1,0,0,0,0,1,"rye",1,0,0,0,0,0,0,NA,2.8185,NA,NA,"winter",0,0,0,1,0,1,0.5,4,"reduced or no-till",0,1,0,NA,NA,"gkg",-0.02,-2,0.0059711,"","",15.4,634,"surface","cereal","cereal","grass","grass",57,NA,NA,1.16,5.8,1,NA,0.5,0,11
"356",356,"Thap",1119,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","indirect",0,1,"maom fraction",0,"MAOC",7.140555556,7.008333333,0.7803231008,0.7658737973,1,1.2,1.2,12.853,12.615,NA,NA,NA,0,15,"upper profile",0,0,0,1,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"summer",0,1,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"pea,oats,canola",0,0,0,0,0,0,1,NA,NA,0.97965,NA,"spring",1,0,0,0,0,3,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",-0.019,-2,0.0079615,"soil collected 1 year after cover crop termination","",13.6,401,"upper profile","cereal","cereal","grass+legume+brassica","grass+legume+brassica",43.7,21.5,34.8,0.84,8,3,0.97965,4,70,3
"360",360,"deCa",323,"10.1590/S0100-06832011000300016","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"maom fraction",0,"MAOC",19.30980392,18.98141264,2.110183998,2.074297252,1,1.275,1.345,24.62,25.53,NA,NA,NA,10,20,"subsoil",0,1,0,0,0,0,"Oxisols",0,0,0,1,0,0,"0-20",NA,NA,NA,NA,4.5,"water","fall",0,0,1,0,"FUNDACEP",-28.6,-53.66666667,"wheat, soybean",0,0,1,0,0,2,"oat",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,19,3,"conventional",1,0,60,NA,NA,"gkg",-0.017,-2,0.0079615,"","",19.3,1752,"subsoil","cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,4.5,1,NA,19,60,6
"364",364,"Duva",412,"10.1016/j.still.2016.04.006","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","indirect",0,1,"maom fraction",0,"MAOC",12.9,12.7,1.409717762,1.387861673,1,1.33,1.33,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,0,0,0,"Mollisols",0,0,1,0,0,0,"0-25",10.2,69.9,19.9,1.66,NA,NA,NA,0,0,0,0,"Santa Fe",-32.9558333,-61.305,"soybean",0,1,0,0,0,1,"vetch",0,1,0,0,0,0,0,NA,NA,1.75,NA,"winter",0,0,0,1,0,1,5,3,"reduced or no-till",0,1,0,NA,NA,"gkg",-0.016,-2,0.0079615,"wheat and oat fertilized with 51 kg N ha-1 as urea","",16.8,927,"subsoil","legume","legume","legume","legume",10.2,69.9,19.9,1.66,NA,1,1.75,5,0,28
"367",367,"Thap",1108,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","indirect",0,1,"maom fraction",0,"MAOC",7.205,7.094444444,0.7873656185,0.775284058,1,1.2,1.2,12.969,12.77,NA,NA,NA,0,15,"upper profile",0,0,0,1,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"summer",0,1,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"oats",1,0,0,0,0,0,0,NA,NA,0.8964,NA,"spring and winter",1,0,0,1,0,1,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",-0.015,-2,0.0079615,"soil collected 36 days after cover crop termination","",13.6,401,"upper profile","cereal","cereal","grass","grass",43.7,21.5,34.8,0.84,8,1,0.8964,4,70,3
"373",373,"Baye09",81,"10.1080/00103620902820365","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"maom fraction",0,"MAOC",8.472222222,8.355263158,0.925848229,0.9130668902,NA,1.44,1.52,NA,NA,NA,NA,NA,0,2.5,"surface",1,0,0,0,0,0,"Ultisols",0,0,0,0,0,1,"0-20",66,25.3,8.7,NA,NA,NA,"spring",1,0,0,0,"Santa Maria, Rio Grande do Sul",-29.75,-53.7,"corn",1,0,0,0,0,1,"oat, vetch",0,0,1,0,0,0,0,NA,NA,1.69,0.72,"winter",0,0,0,1,0,2,8,2,"reduced or no-till",0,1,NA,NA,NA,"gkg",-0.014,-1,0.0119422,"","",19.4,1654,"surface","cereal","cereal","grass+legume","grass+legume",66,25.3,8.7,NA,NA,2,1.69,8,NA,5
"377",377,"Fras",451,"10.1016/j.gecco.2016.03.009",NA,0,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","indirect",0,1,"maom fraction",0,"MAON",1.194444444,1.180555556,0.1305294224,0.1290116385,1,1.2,1.2,0.86,0.85,NA,NA,NA,0,6,"surface",1,0,0,0,0,0,"Mollisols",0,0,1,0,0,0,NA,57,NA,NA,1.16,5.8,NA,"summer",0,1,0,0,"INTA Experimental Station at Anguil",-36.6105417,-63.98006111,"sorghum",1,0,0,0,0,1,"rye, vetch",0,0,1,0,0,0,0,NA,3.351,NA,NA,"winter",0,0,0,1,0,2,0.5,4,"reduced or no-till",0,1,0,NA,NA,"gkg",-0.012,-1,0.0059711,"","",15.4,634,"surface","cereal","cereal","grass+legume","grass+legume",57,NA,NA,1.16,5.8,2,NA,0.5,0,11
"391",391,"Neto",925,"10.1016/j.geodrs.2020.e00347","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"maom fraction",0,"MAOC",12.1,12,1.322293405,1.31136536,1,1.4,1.4,NA,NA,NA,NA,NA,5,10,"surface",1,0,0,0,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.9,9.1,44,0.75,4.2,"CaCl2","spring",1,0,0,0,"Botucatu",-22.8166667,-48.38333333,"soybean-corn-rice-common bean",0,0,1,0,0,4,"pearl millet,pigeon pea,sun hemp,lupine bean,sunhemp",0,0,1,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,5,7,4,"reduced or no-till",0,1,NA,NA,NA,"gkg",-0.008,-1,0.0059711,"","",20.6,1283,"surface","cereal+legume","cereal+legume","grass+legume","grass+legume",46.9,9.1,44,0.75,4.2,5,NA,7,NA,15
"395",395,"deCa",321,"10.1590/S0100-06832011000300016","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"maom fraction",0,"MAOC",20.5511811,20.40909091,2.245842251,2.230314571,1,1.27,1.32,13.05,13.47,NA,NA,NA,5,10,"surface",1,0,0,0,0,0,"Oxisols",0,0,0,1,0,0,"0-20",NA,NA,NA,NA,4.5,"water","fall",0,0,1,0,"FUNDACEP",-28.6,-53.66666667,"wheat, soybean",0,0,1,0,0,2,"oat",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,19,3,"conventional",1,0,60,NA,NA,"gkg",-0.007,-1,0.0079615,"","",19.3,1752,"surface","cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,4.5,1,NA,19,60,6
"401",401,"Fras",445,"10.1016/j.gecco.2016.03.009",NA,0,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","indirect",0,1,"maom fraction",0,"MAOC",13.90277778,13.84722222,1.519301766,1.51323063,1,1.2,1.2,10.01,9.97,NA,NA,NA,6,12,"upper profile",0,0,0,1,0,0,"Mollisols",0,0,1,0,0,0,NA,57,NA,NA,1.16,5.8,NA,"summer",0,1,0,0,"INTA Experimental Station at Anguil",-36.6105417,-63.98006111,"sorghum",1,0,0,0,0,1,"rye, vetch",0,0,1,0,0,0,0,NA,3.351,NA,NA,"winter",0,0,0,1,0,2,0.5,4,"reduced or no-till",0,1,0,NA,NA,"gkg",-0.004,0,0.0059711,"","",15.4,634,"upper profile","cereal","cereal","grass+legume","grass+legume",57,NA,NA,1.16,5.8,2,NA,0.5,0,11
"410",410,"Belt21",178,"10.1002/saj2.20257","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"maom fraction",0,"MAOC",NA,NA,NA,NA,NA,NA,NA,44152,44062,5449.540118,5438.431706,1,0,20,"upper profile",0,0,0,1,0,0,"Mollisols",0,0,1,0,0,0,NA,23.6,56.9,19.5,NA,5.7,"water","spring",1,0,0,0,"Balcarce fine-textured soil with high temperature and rainfall",-37.75,-58.25,"soybean",0,1,0,0,0,1,"oat",1,0,0,0,0,0,0,NA,NA,1.96,NA,"winter",0,0,0,1,0,1,8,3,"reduced or no-till",0,1,NA,NA,NA,"mgha",-0.002,0,0.0101561,"","",14,827,"upper profile","legume","legume","grass","grass",23.6,56.9,19.5,NA,5.7,1,1.96,8,NA,16
"411",411,"deCa",319,"10.1590/S0100-06832011000300016","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"maom fraction",0,"MAOC",18.33806452,18.3034134,2.003991882,2.000205193,1,1.291666667,1.318333333,71.06,72.39,NA,NA,NA,0,30,"upper profile",0,0,0,1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",NA,NA,NA,NA,4.5,"water","fall",0,0,1,0,"FUNDACEP",-28.6,-53.66666667,"wheat, soybean",0,0,1,0,0,2,"oat",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,19,3,"conventional",1,0,60,NA,NA,"gkg",-0.002,0,0.0079615,"","",19.3,1752,"upper profile","cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,4.5,1,NA,19,60,6
"422",422,"Duva",411,"10.1016/j.still.2016.04.006","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","indirect",0,1,"maom fraction",0,"MAOC",12.9,12.9,1.409717762,1.409717762,1,1.33,1.33,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,0,0,0,"Mollisols",0,0,1,0,0,0,"0-25",10.2,69.9,19.9,1.66,NA,NA,NA,0,0,0,0,"Santa Fe",-32.9558333,-61.305,"soybean",0,1,0,0,0,1,"oat, vetch",0,0,1,0,0,0,0,NA,NA,2.68,NA,"winter",0,0,0,1,0,2,5,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0,0,0.0079615,"wheat and oat fertilized with 51 kg N ha-1 as urea","",16.8,927,"subsoil","legume","legume","grass+legume","grass+legume",10.2,69.9,19.9,1.66,NA,2,2.68,5,0,28
"424",424,"Fras",457,"10.1016/j.gecco.2016.03.009",NA,0,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","indirect",0,1,"maom fraction",0,"MAON",1.347222222,1.347222222,0.1472250462,0.1472250462,1,1.2,1.2,0.97,0.97,NA,NA,NA,6,12,"upper profile",0,0,0,1,0,0,"Mollisols",0,0,1,0,0,0,NA,57,NA,NA,1.16,5.8,NA,"summer",0,1,0,0,"INTA Experimental Station at Anguil",-36.6105417,-63.98006111,"sorghum",1,0,0,0,0,1,"rye, vetch",0,0,1,0,0,0,0,NA,3.351,NA,NA,"winter",0,0,0,1,0,2,0.5,4,"reduced or no-till",0,1,0,NA,NA,"gkg",0,0,0.0059711,"","",15.4,634,"upper profile","cereal","cereal","grass+legume","grass+legume",57,NA,NA,1.16,5.8,2,NA,0.5,0,11
"431",431,"Nasc",840,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"maom fraction",0,"MAOC",12.8,12.8,1.398789718,1.398789718,1,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,0,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria ruziziensis",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round",0,0,0,0,1,1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",0,0,0.0079615,"","",22.8,1442,"subsoil","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,2
"438",438,"Obry",939,"10.2136/sssaj2017.12.0415","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","indirect",0,1,"maom fraction",0,"MAOC",18,18,1.967048041,1.967048041,1,1.1,1.2,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,0,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"fall",0,0,1,0,"Boone County",42.017584,-93.76448,"corn",1,0,0,0,0,1,"rye",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,4,4,"reduced or no-till",0,1,NA,NA,35,"gkg",0,0,0.0059711,"","",8.8,842,"surface","cereal","cereal","grass","grass",NA,NA,NA,NA,NA,1,NA,4,NA,33
"439",439,"Obry",940,"10.2136/sssaj2017.12.0415","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","indirect",0,1,"maom fraction",0,"MAOC",18,18,1.967048041,1.967048041,1,1.1,1.2,NA,NA,NA,NA,NA,5,15,"upper profile",0,0,0,1,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"fall",0,0,1,0,"Boone County",42.017584,-93.76448,"corn",1,0,0,0,0,1,"rye",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,4,4,"reduced or no-till",0,1,NA,NA,35,"gkg",0,0,0.0059711,"","",8.8,842,"upper profile","cereal","cereal","grass","grass",NA,NA,NA,NA,NA,1,NA,4,NA,33
"447",447,"Mart",758,"10.1111/sum.12547","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"maom fraction",0,"MAOC",21.59886142,21.59886614,2.360333224,2.36033374,1,1.27,1.27,13.715277,13.71528,NA,NA,NA,5,10,"surface",1,0,0,0,0,0,"Mollisols",0,0,1,0,0,0,"0-20",NA,NA,NA,2.67,5.4,"water","fall",0,0,1,0,"Balcarce",-37.75,-58.3,"soybean",0,1,0,0,0,1,"oats",1,0,0,0,0,0,0,1.95,NA,NA,NA,"winter",0,0,0,1,0,1,4,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0,0,0.0079615,"","",14,827,"surface","legume","legume","grass","grass",NA,NA,NA,2.67,5.4,1,NA,4,0,14
"448",448,"Mart",754,"10.1111/sum.12547","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"maom fraction",0,"MAOC",19.4777252,19.47792992,2.12853451,2.128556883,1,1.27,1.27,12.3683555,12.3684855,NA,NA,NA,0,5,"surface",1,0,0,0,0,0,"Mollisols",0,0,1,0,0,0,"0-20",NA,NA,NA,2.67,5.4,"water","fall",0,0,1,0,"Balcarce",-37.75,-58.3,"soybean",0,1,0,0,0,1,"oats",1,0,0,0,0,0,0,1.95,NA,NA,NA,"winter",0,0,0,1,0,1,4,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0,0,0.0079615,"","",14,827,"surface","legume","legume","grass","grass",NA,NA,NA,2.67,5.4,1,NA,4,0,14
"451",451,"Jill",662,"10.1016/j.geoderma.2019.114001","combo",0,0,0,0,1,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"maom fraction",1,"MAON",0.977704816,0.97920589,0.047128839,0.044918376,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,0,0,0,"Alfisols",1,0,0,0,0,0,NA,12,49.7,38.3,1.38,6,NA,"summer",0,1,0,0,"Pennsylvania",40.7833333,-77.85,"corn,soybean",0,0,1,0,0,2,"rye",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,3,4,"conventional",1,0,NA,NA,NA,"gkg",0.002,0,0.001107,"chisel plow","",9.2,994,"surface","cereal+legume","cereal+legume","grass","grass",12,49.7,38.3,1.38,6,1,NA,3,NA,25
